    Updating crates.io index
    Checking toml_writer v1.1.1+spec-1.1.0
    Checking tagptr v0.2.0
    Checking moka v0.12.15
    Checking toml v1.1.2+spec-1.1.0
    Checking validator v0.20.0
    Checking maud v0.27.0
    Checking bcrypt v0.19.0
   Compiling autumn-macros v0.2.0
    Checking castaway v0.2.4
   Compiling unicode-segmentation v1.13.2
    Checking unicode-width v0.2.2
   Compiling indoc v2.0.7
   Compiling signal-hook v0.3.18
    Checking static_assertions v1.1.0
   Compiling instability v0.3.12
    Checking unicode-truncate v2.0.1
    Checking compact_str v0.9.0
   Compiling convert_case v0.10.0
    Checking kasuari v0.4.12
   Compiling derive_more-impl v2.1.1
    Checking ratatui-core v0.1.0
    Checking autumn-web v0.2.0
   Compiling litrs v1.0.0
    Checking signal-hook-mio v0.2.5
    Checking derive_more v2.1.1
    Checking line-clipping v0.3.7
   Compiling document-features v0.2.12
    Checking ratatui-widgets v0.3.0
    Checking crossterm v0.29.0
    Checking ratatui-macros v0.7.0
    Checking reqwest v0.12.28
    Checking ratatui-crossterm v0.1.0
    Checking ratatui v0.30.0
    Checking backon v1.6.0
    Checking itertools v0.13.0
    Checking combine v4.6.7
    Checking arc-swap v1.9.1
    Checking redis v0.27.6
warning: missing documentation for a module
  --> autumn-harvest/src/lib.rs:41:1
   |
41 | pub mod diagnostic;
   | ^^^^^^^^^^^^^^^^^^
   |
   = note: requested on the command line with `-W missing-docs`

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:35:1
   |
35 | pub const OP_WORKFLOW_START: &str = "workflow.start";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:36:1
   |
36 | pub const OP_WORKFLOW_SIGNAL: &str = "workflow.signal";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:37:1
   |
37 | pub const OP_WORKFLOW_CANCEL: &str = "workflow.cancel";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:38:1
   |
38 | pub const OP_WORKFLOW_RESET: &str = "workflow.reset";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:39:1
   |
39 | pub const OP_DAG_TRIGGER: &str = "dag.trigger";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:40:1
   |
40 | pub const OP_DAG_PATCH: &str = "dag.patch";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:41:1
   |
41 | pub const OP_SCHEDULE_CREATE: &str = "schedule.create";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:42:1
   |
42 | pub const OP_SCHEDULE_PAUSE: &str = "schedule.pause";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:43:1
   |
43 | pub const OP_SCHEDULE_RESUME: &str = "schedule.resume";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:44:1
   |
44 | pub const OP_SCHEDULE_DELETE: &str = "schedule.delete";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:45:1
   |
45 | pub const OP_SCHEDULE_BACKFILL: &str = "schedule.backfill";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:46:1
   |
46 | pub const OP_DLQ_REPLAY: &str = "dlq.replay";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:47:1
   |
47 | pub const OP_DLQ_REPLAY_BULK: &str = "dlq.replay.bulk";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:48:1
   |
48 | pub const OP_DLQ_DISCARD_BULK: &str = "dlq.discard.bulk";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:49:1
   |
49 | pub const OP_BATCH_SUBMIT: &str = "batch.submit";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:50:1
   |
50 | pub const OP_RETENTION_RUN_NOW: &str = "retention.run_now";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:51:1
   |
51 | pub const OP_EXTERNAL_ACTIVITY_COMPLETE: &str = "external_activity.compl...
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:52:1
   |
52 | pub const OP_EXTERNAL_ACTIVITY_FAIL: &str = "external_activity.fail";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:53:1
   |
53 | pub const OP_WORKER_DRAIN: &str = "worker.drain";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:57:1
   |
57 | pub const TARGET_WORKFLOW: &str = "workflow";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:58:1
   |
58 | pub const TARGET_DAG: &str = "dag";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:59:1
   |
59 | pub const TARGET_SCHEDULE: &str = "schedule";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:60:1
   |
60 | pub const TARGET_DEAD_LETTER: &str = "dead_letter";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:61:1
   |
61 | pub const TARGET_BATCH: &str = "batch";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:62:1
   |
62 | pub const TARGET_RETENTION: &str = "retention";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:63:1
   |
63 | pub const TARGET_EXTERNAL_ACTIVITY: &str = "external_activity";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:64:1
   |
64 | pub const TARGET_WORKER: &str = "worker";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:68:1
   |
68 | pub const STATUS_SUCCEEDED: &str = "succeeded";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:69:1
   |
69 | pub const STATUS_FAILED: &str = "failed";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:73:1
   |
73 | pub const SOURCE_API: &str = "api";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:74:1
   |
74 | pub const SOURCE_CLI: &str = "cli";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a constant
  --> autumn-harvest/src/audit.rs:75:1
   |
75 | pub const SOURCE_UI: &str = "ui";
   | ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:405:5
    |
405 |     pub actor: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:406:5
    |
406 |     pub operation: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:407:5
    |
407 |     pub target_type: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:408:5
    |
408 |     pub target_id: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:409:5
    |
409 |     pub status: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:410:5
    |
410 |     pub since: Option<DateTime<Utc>>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/audit.rs:411:5
    |
411 |     pub before: Option<DateTime<Utc>>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an associated function
   --> autumn-harvest/src/audit.rs:418:5
    |
418 |     pub const fn default_limit() -> i64 {
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:35:5
   |
35 |     Cancel,
   |     ^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:36:5
   |
36 |     Terminate,
   |     ^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:37:5
   |
37 |     Signal,
   |     ^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:78:5
   |
78 |     Pending,
   |     ^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:79:5
   |
79 |     Running,
   |     ^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:80:5
   |
80 |     Completed,
   |     ^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/batch.rs:81:5
   |
81 |     Failed,
   |     ^^^^^^

warning: missing documentation for a method
  --> autumn-harvest/src/batch.rs:86:5
   |
86 |     pub const fn as_str(self) -> &'static str {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:184:9
    |
184 |         pub action: BatchAction,
    |         ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:185:9
    |
185 |         pub filter: BatchFilter,
    |         ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:186:9
    |
186 |         pub signal_name: Option<String>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:187:9
    |
187 |         pub signal_payload: Option<Value>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:188:9
    |
188 |         pub idempotency_key: Option<String>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:189:9
    |
189 |         pub created_by: Option<String>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:251:9
    |
251 |         pub status: Option<BatchJobStatus>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:252:9
    |
252 |         pub action: Option<BatchAction>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:253:9
    |
253 |         pub limit: i64,
    |         ^^^^^^^^^^^^^^

warning: missing documentation for a function
   --> autumn-harvest/src/batch.rs:256:5
    |
256 | /     pub async fn get_batch_job(
257 | |         conn: &mut AsyncPgConnection,
258 | |         id: Uuid,
259 | |     ) -> HarvestResult<Option<BatchJob>> {
    | |________________________________________^

warning: missing documentation for a function
   --> autumn-harvest/src/batch.rs:269:5
    |
269 | /     pub async fn list_batch_jobs(
270 | |         conn: &mut AsyncPgConnection,
271 | |         filters: &ListFilters,
272 | |     ) -> HarvestResult<Vec<BatchJob>> {
    | |_____________________________________^

warning: missing documentation for a function
   --> autumn-harvest/src/batch.rs:410:5
    |
410 |     pub async fn mark_completed(conn: &mut AsyncPgConnection, id: Uuid) -> HarvestResult<()> {
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:443:9
    |
443 |         pub id: String,
    |         ^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:444:9
    |
444 |         pub action: String,
    |         ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:445:9
    |
445 |         pub filter: Value,
    |         ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:446:9
    |
446 |         pub signal_name: Option<String>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:447:9
    |
447 |         pub status: String,
    |         ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:448:9
    |
448 |         pub total: i64,
    |         ^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:449:9
    |
449 |         pub completed: i64,
    |         ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:450:9
    |
450 |         pub failed: i64,
    |         ^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:451:9
    |
451 |         pub started_at: Option<DateTime<Utc>>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:452:9
    |
452 |         pub completed_at: Option<DateTime<Utc>>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:453:9
    |
453 |         pub errors: Vec<BatchTargetError>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:454:9
    |
454 |         pub created_at: DateTime<Utc>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/batch.rs:455:9
    |
455 |         pub created_by: Option<String>,
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for an associated function
   --> autumn-harvest/src/batch.rs:460:9
    |
460 |         pub fn from_row(row: BatchJob) -> Self {
    |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a function
   --> autumn-harvest/src/batch.rs:767:5
    |
767 | /     pub async fn mark_failed(
768 | |         conn: &mut AsyncPgConnection,
769 | |         id: Uuid,
770 | |         reason: &str,
771 | |     ) -> HarvestResult<()> {
    | |__________________________^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:123:5
    |
123 |     pub id: Uuid,
    |     ^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:124:5
    |
124 |     pub queue_name: String,
    |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:125:5
    |
125 |     pub build_id: String,
    |     ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:126:5
    |
126 |     pub deployment_name: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:127:5
    |
127 |     pub created_at: DateTime<Utc>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:128:5
    |
128 |     pub updated_at: DateTime<Utc>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:137:5
    |
137 |     pub id: Uuid,
    |     ^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:142:5
    |
142 |     pub declared_at: DateTime<Utc>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/build_routing.rs:148:5
    |
148 |     pub build_id: String,
    |     ^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
   --> autumn-harvest/src/builder.rs:203:5
    |
203 |     pub const fn payload_codecs(&self) -> &PayloadCodecs {
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
   --> autumn-harvest/src/builder.rs:434:5
    |
434 |     pub fn telemetry(mut self, telemetry: TelemetryConfig) -> Self {
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/dag_profiler.rs:13:5
   |
13 |     TaskStarted(usize, String),
   |     ^^^^^^^^^^^

warning: missing documentation for a variant
  --> autumn-harvest/src/dag_profiler.rs:14:5
   |
14 |     TaskCompleted(usize, String),
   |     ^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/dag_profiler.rs:20:5
   |
20 |     pub time: Duration,
   |     ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/dag_profiler.rs:21:5
   |
21 |     pub kind: ProfilerEventKind,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/diagnostic.rs:10:5
   |
10 |     pub final_output: Result<Value, String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/diagnostic.rs:11:5
   |
11 |     pub event_count: usize,
   |     ^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/diagnostic.rs:12:5
   |
12 |     pub analyzer_warnings: Vec<AnalyzerWarning>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/diagnostic.rs:13:5
   |
13 |     pub mermaid_sequence: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:28:5
   |
28 |     pub states: Vec<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:29:5
   |
29 |     pub workflow_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:30:5
   |
30 |     pub execution_id: Option<ExecutionId>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:31:5
   |
31 |     pub activity_name: Option<String>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:32:5
   |
32 |     pub token: Option<ExternalActivityToken>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:33:5
   |
33 |     pub shard_id: Option<i32>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:34:5
   |
34 |     pub due_before: Option<chrono::DateTime<Utc>>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:35:5
   |
35 |     pub updated_before: Option<chrono::DateTime<Utc>>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:36:5
   |
36 |     pub limit: i64,
   |     ^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest/src/external_task.rs:57:5
   |
57 |     pub const fn with_limit(mut self, limit: i64) -> Self {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:66:5
   |
66 |     pub token: ExternalActivityToken,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:67:5
   |
67 |     pub workflow_exec_id: ExecutionId,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:68:5
   |
68 |     pub workflow_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:69:5
   |
69 |     pub workflow_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:70:5
   |
70 |     pub activity_id: ActivityExecId,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:71:5
   |
71 |     pub activity_name: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:72:5
   |
72 |     pub state: String,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:73:5
   |
73 |     pub created_at: chrono::DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:74:5
   |
74 |     pub updated_at: chrono::DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:75:5
   |
75 |     pub deadline_at: chrono::DateTime<Utc>,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/external_task.rs:76:5
   |
76 |     pub shard_id: i32,
   |     ^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest/src/history_export.rs:32:5
   |
32 |     pub const fn as_wire(self) -> &'static str {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a method
  --> autumn-harvest/src/reset.rs:37:5
   |
37 |     pub const fn as_str(self) -> &'static str {
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/reset.rs:73:5
   |
73 |     pub reset_to_event_id: i64,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/reset.rs:74:5
   |
74 |     pub reason: String,
   |     ^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/reset.rs:75:5
   |
75 |     pub operator_id: String,
   |     ^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/reset.rs:77:5
   |
77 |     pub signal_reapply: ResetSignalReapplyPolicy,
   |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
  --> autumn-harvest/src/reset.rs:99:5
   |
99 |     pub kind: String,
   |     ^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:100:5
    |
100 |     pub side_effect_id: String,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:101:5
    |
101 |     pub name: Option<String>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:102:5
    |
102 |     pub scheduled_event_id: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:108:5
    |
108 |     pub reset_to_event_id: i64,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:109:5
    |
109 |     pub events_carried_over: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:110:5
    |
110 |     pub unresolved_side_effects: Vec<ResetUnresolvedSideEffect>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:111:5
    |
111 |     pub nearest_valid_before: Option<i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:112:5
    |
112 |     pub nearest_valid_after: Option<i64>,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:113:5
    |
113 |     pub source_tasks_to_cancel: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:114:5
    |
114 |     pub source_timers_to_remove: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:115:5
    |
115 |     pub source_signals_to_drop: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:116:5
    |
116 |     pub source_signals_to_buffer: usize,
    |     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:138:5
    |
138 |     pub message: String,
    |     ^^^^^^^^^^^^^^^^^^^

warning: missing documentation for a struct field
   --> autumn-harvest/src/reset.rs:139:5
    |
